#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
#;;;;;;;;;;;x
BHU_DESC;十七世纪中，逃离西藏的喇嘛阿旺南杰成功的统一了整个国家， 并通过建设寺庙堡垒（“达宗”）巩固了自己的统治。他成为不 丹第一个政教合一的统治者——沙布顿，丹帕教派取得了胜利， 按照西藏达赖喇嘛的统治体系建立了不丹的政府。丹帕（丹＝龙 ）为国家取名为——龙之地。继任者被认为是转世者。沙布顿想 把国家分成三个部分，由各个弟巴王子进行统治。十九世纪中， 这三个家族只有两个还保持着重要的地位——黑山东边的琮伽— —盘龙由旺楚家族统治，而帕罗——盘龙家族统治着几乎全部的 不丹西部地区。在１９０７年９月１７日，根据琮伽家族的选举 ，乌颜·旺楚克当选为第一个龙之王，沙布顿体系被世袭君主制 替代了。对外方面，不丹与英国东印度公司的扩张发生了冲突， 他们在１７７２至１７７４年间把不丹人驱逐出印度的库奇.比 哈尔邦。在１８６４／６５年，不丹在第二次英——不战争中失 去了部分的本加尔和西亚莫斯平原。根据１９１０年的普那卡条 约，不丹正式成为英国的保护国，但仍享有内部自治权。 ;;;;;;;;;;X
ETH_DESC;在１７世纪，皇家中心势力越来越失去它的影响，因此阿比西尼 亚在１８世纪分裂成了多个地区。到了１８５３年，卡沙王公才 以强力的中央政府再度恢复了国家的统一，并在１８５５年登上 王座，加冕为得奥多二世（到１８６８）。但是，他按照欧洲的 模式改革国家和宗教的尝试却失败了。１８８５年埃塞俄比亚面 临危险，马赫迪起义反抗英国——埃及在苏丹的统治，但最终马 赫迪被击败。新的危险在１８９５年再度出现，意大利试图在非 洲之角建立殖民帝国。随着１８９６年孟尼里克二世率军在阿杜 瓦附近战胜一个意大利远征军团，阿比西尼亚成为利比里亚以外 唯一一个在帝国主义时代保持独立的非洲国家。在国内，孟尼里 克二世尝试了改革国家管理制度并在亚的斯亚贝巴建立了新的首 都。在英国帮助下，王公塔法里马康尼在１９１６取得了统治地 位并在１９２８年宣布成为国王。１９３０年在佐迪图女王死后 ，他被加冕成为海尔·塞拉西一世。在接下来的数年里，他试图 使埃塞俄比亚——自１９３０年成为人民联盟的成员——成为一 个现代国家。１９３５年法西斯意大利卷土重来，试图把阿比西 尼亚变成它的殖民地并发起对其的侵略。 ;;;;;;;;;;X
YEM_DESC;也门与大马士革（６６１）以及后来巴格达（７６２）的哈里发 之间的距离，使它在阿拉伯——穆斯林世界扮演着一个边缘性的 角色。８２２年，也门开始脱离阿拔斯王朝哈里法，于９４５年 宣布独立。从那时开始，北部与南部逐渐开始分裂。原因有地理 上的也有经济上的——北方是山脉和农业，而南方是海洋和贸易 。另外宗教和政治策略问题也是其中的原因。什叶教统治着北方 ，逊尼派教统治着南方，而外国势力则更注重于试图对也门的南 方施加影响。英国终于在１８３９年征服了亚丁。北方大部分一 直保持和平，直到奥斯曼帝国１８４９年取得了北部也门海岸， 并于１８７２年取得了高地。在英国的准许下，它决心占领法国 在红海的殖民地。随着第一次世界大战和奥斯曼帝国的瓦解，北 也门在１９１８年宣布独立。这片土地在一位伊玛的精神和实际 领导下成为一体。１９３４年，敌对的也门自由主义者开始出现 ，他们在后来变的越来越激进。 ;;;;;;;;;;X
SAU_DESC;１７４４年，阿拉伯半岛的中部成为了瓦哈比亚国家的发祥之地 。对穆罕默德伊卜阿卜德·阿尔瓦哈卜而言，奥斯曼帝国的什叶 派伊斯兰教和波斯的逊尼派都扭曲了真正的穆斯林信仰。通过与 穆罕默德伊本沙特的联盟，瓦哈比亚征服了所有的阿拉伯部落， 这样的攻势一直延续了数十年。在阿卜德·阿尔瓦哈卜死后，沙 特阿拉伯人统治了半岛的绝大部分土地，并在１８０６年征服了 麦加并威胁叙利亚。穆罕默德·阿里，埃及的奥斯曼统治者，按 照苏丹的命令在１８１８年摧毁了第一个沙特阿拉伯国家。但１ ８２４年另一个沙特阿拉伯政府公国成立了。瓦哈比亚依然是阿 拉伯人中重要的宗教和政治力量。１８４３年，一次恢复瓦哈比 亚地位的尝试被部落间的争吵和奥斯曼在１８８４年的干涉阻挠 了。最后的沙特在１８９１年逃向了科威特。自此，阿其兹伊本 沙特（１９０２－１９５３）成功的建立了一个新的瓦哈比亚国 。１９０２年他征服了利雅得并使其成为首都。１９０５年他不 得不对奥斯曼远征军屈服，但他保持了诸侯状态。在１９１４年 的沙特——奥斯曼条约上，他得到了内志地区作为世袭财产，在 １９１５年英国——沙特保护条约之后，伊本沙特保持沉默。在 与土耳其的战争中汉志的哈桑王族扮演了活跃的角色。自称‘阿 拉伯大地国王’的谢里夫·侯赛因在土耳其人被赶出麦地那之后 成为了争夺权力的主要竞争者。然而，在世界大战之后，哈桑王 族在１９２４年被沙特人驱逐出了汉志，在１９２７年伊本沙特 被冠冕为‘内志，汉志及其保护国之王’。１９３２年他成为了 新成立的沙特阿拉伯的统治者。成为伊斯兰圣地的管理人，沙特 阿拉伯得到了他们统治权的重要合法化以及来自朝圣者的高收入 。然而因大萧条带来的经济后退迫使他们开放国家给美国以石油 特权。但是，１９３６年发现的油田直到１０年后才被发现经济 上的重要性。 ;;;;;;;;;;X
DEN_DESC;丹麦在１８６４年的第二次德——荷战争失败，丹麦被迫放弃了 石勒苏益格——荷尔斯泰因和奥登堡，把它交给了普鲁士和奥地 利，这导致丹麦回到了中立，内部要求进行改革。从１８４９年 起，丹麦就已经实行了君主立宪政体。从１９０１年起，自由主 义者和社会民主主义者开始加强议会的地位。在经济上，丹麦重 视发展农业，这是他们最重要的出口。在第一次世界大战（１９ １４－１９１８）间，国家保持中立，继续其民主进程，在１９ １５年颁布了民主宪法。在战后，社会民主主义政府按照瑞典的 例子，建立了福利国家的基础，迄今为止它都是世界上最好的生 活标准。丹麦的外交政策取得了好几个重大突破。１９２０年在 凡尔赛条约的规定下，北西勒斯维格举行了公民投票，并重新加 入了丹麦。１９３３年，海牙国际法庭做出了判决，在挪威和丹 麦对格陵兰的争执中偏向丹麦一方。然而，德国人一直紧盯着这 个国家，因为它的位置对于控制波罗的海和斯堪的纳维亚矿产的 出口至关重要。 ;;;;;;;;;;X
SWE_DESC;１８１８年，卡尔十四约翰被加冕为统治瑞典的波纳多特王族第 一任国王。自此，中立化成为瑞典外交政策的指导方针。虽然奥 斯卡一世（１８４４－１８５９）支持丹麦对德国联盟的第一次 战争（１８４８－１８５０），瑞典坚持在克里米亚战争（１８ ５３－１８５６）和１８６４年的第二次德国——丹麦战争中保 持中立，使得国家不受阻碍的发展了议会民主制。在１８６５－ ６６年，两院制议会体系被引入，一个自由主义内阁在１９０５ 年建立。１９０９年古斯塔夫斯五世（１９０７－１９５０）确 认了议会上议院的普选权，最终使瑞典成为了一个君主立宪制国 家。它与挪威在１９０５年的联盟打破了泛斯堪的纳维亚国家的 思想，尤其是卡尔十五（１８５９－１８７２）的预想。在第一 次世界大战期间（１９１４－１９１８），瑞典保持中立，并成 为许多和平努力的起始点，尤其是在社会主义者一方。社会民主 主义者成为１９２０年最强大的政党，并多次组建政府，直到１ ９３６年。在１９３１－３２年到来的大萧条冲击下，瑞典高度 平衡发达的农业和工业，建立了福利政策，成为了多数西欧国家 的榜样。 ;;;;;;;;;;X
NOR_DESC;数个世纪来，挪威一直是丹麦的一部分，直到丹麦在基尔条约中 放弃了给瑞典(不包括冰岛和格陵兰)。挪威人的一次独立尝试被 他们的瑞典邻国，卡尔十三国王的军事干涉阻挠了。然而瑞典国 王通过承认他们的宪法而允许其达到自制的目标。挪威议会和瑞 典国王之间的紧张形势在１８７０年逐渐上升。在自由主义左派 （温斯崔）的领导下，该国在１８８４年变成了君主立宪制国家 ，１８９８年得到了普选权（１９１３年之前只限男性）。１９ 世纪随着挪威成为一个贸易国家，其它国家要求建立领事馆。瑞 典对这些要求的抵抗导致了１９０５年国家间联盟的终止。丹麦 王子卡尔被选为哈康七世国王。虽然英国要求挪威在一次大战中 保持中立，挪威在德国的无限制潜艇战争中损失了它的一半商船 队。１９２０年国际联盟授予斯匹次卑尔根岛给挪威，虽然俄罗 斯也要求得到该岛。大战之后，从农业国向现代工业国的转变带 来了通货膨胀和失业，导致激进的工人政党在１８８７年建立。 １９２３年一个共产主义政党建立，而１９３３年出现了卖国贼 维德孔·吉斯林领导的法西斯政党国家统一党。 ;;;;;;;;;;X
FIN_DESC;随着俄国沙皇的退位，自１８０８年就一直被它的东部邻国统治 的芬兰，终于准许得到更多自治权。１９０６年，一个单独立法 议会成立，自此男人女人都可以参加普选。该议会是自１９１６ 年起欧洲第一个社会民主主义多数派控制的议会，它利用１９１ ７年的二月革命后俄罗斯的虚弱局面，在同年７月宣布了芬兰的 独立。十月革命时期的新苏维埃政府的自主权声明更加强化了芬 兰的独立要求。在１９１７年１１月６日，主权再度得到声明， 并得到苏维埃统治者在11月后期的确定。１９１８年早期，芬兰 社会主义者夺取政权的企图引起了血腥的内战，此战中由德国皇 帝支持的白军败了社会主义的红军。在失败后，从社会民主主义 中分离出来的左派人士成立了芬兰共产党，在无数次起义失败之 后，１９３０年被政府宣布为非法组织。１９１２年，在国际联 盟宣布奥兰岛为芬兰领土时，芬兰达到了它最大的幅员。１９３ ２年芬兰与苏联签订了互不侵犯条约 ;;;;;;;;;;X
LIT_DESC;随着俄帝国势力的减弱，立陶宛慢慢走向独立。１９０５－０７ ，他们得到了部分自治权并召集修订宪法。在一战期间，该国被 德国占领，在俄国革命成功后，它在１９１８年作为一个民主共 和国宣布独立。这促使红军行军进入维尔纽斯试图将年轻的国家 夺回俄罗斯，但德国和波兰军队的干涉保持了立陶宛的完整。然 而波兰在１９２０年的俄国——波兰战争中并吞了维尔纽斯。这 一吞并行为在１９２２年的一次公民投票中得到公认。１９２３ 年立陶宛并吞了直到１９１９年都受普鲁士统治的梅梅尔地区， 并且自此受同盟国管理。盟国大使会议认可这一吞并行为但坚持 该地区的自治。战后的时期，立陶宛遭遇了内部危机。政府决定 在１９２２年进行土地改革，夺取大地主的土地并同时剥夺他们 的政治经济领导权。社会紧张局势持续升温，使得政府在１９２ ６被军队和右翼图提尼奇政党推翻。共和国宪法遭到废止，安塔 纳斯·斯梅托纳的独裁政权开始建立。１９３４年，立陶宛与拉脱 维亚和爱沙尼亚签订了波罗的协议。 ;;;;;;;;;;X
LAT_DESC;在一次大战期间，德国军队占领了拉脱维亚以及俄帝国的一部分 ，德国计划吞并该国的计划引起了反德情绪。然而，当拉脱维亚 的布尔什维克试图重新将该国家并入新建立的苏联，德国的自由 军团在１９１８年帮助保卫了年轻国家的独立。在外部威胁结束 后，拉脱维亚和波罗的德国人之间的长久冲突再度导致了上层冲 突的爆发。最终，德国人被剥夺其财产，丧了了优势。在１９３ ３年希特勒上台后，拉脱维亚处于两个扩张主义国家之间。１９ ３４年，拉脱维亚与爱沙尼亚和立陶宛一起签订了波罗的协议。 前独立运动将领，卡里斯优尔曼尼斯在１９３６年开始将拉脱维 亚变成一个独裁国家。 ;;;;;;;;;;X
EST_DESC;在一次大战期间被德国军队所占领，１９１７年俄国二月革命恢 复了爱沙尼亚争取独立的力量。国家议会建立后，在德国的支持 下，爱沙尼亚于１９１８年宣布独立。其对德国友好的上层阶级 ，起初试图使国家成为德国的一部分，但１９１９年他们遭到了 共和国的否决。苏联在１９２０年官方承认了这个年轻的国家。 大地主，因为倾向于德国，而被剥夺了财产。１９２４年布尔什 维克一次政变企图的失败证实了共和国的稳定性。仅在１９２９ 年大萧条开始的时候，和谐的发展被法西斯“前线战士联盟”所 打断。多次掌权的首相康斯坦提帕斯，以政治右派对此威胁做出 反映，并开始了１９３４年的独裁统治。同年，与拉脱维亚和立 陶宛之间的波罗的协议成立。 ;;;;;;;;;;X
IRE_DESC;在１９世纪中期，这个绿色的岛屿在经济上很脆弱，极易受到危 机的影响。在１８４６到１８４９年间，马铃薯的歉收导致饥荒 席卷大地，这使大量爱尔兰人移民美国。逐渐地，要求爱尔兰从 英国统治中独立的声音在大不列颠响起。自由主义首相格莱斯顿 １８６９年开始将此岛屿从英国国教中分离，并在１８７０年开 始土地改革。然而他使爱尔兰进入地方自治的企图却失败了。爱 尔兰的政治对抗依然在增长。自治联盟和爱尔兰岛联盟为自治而 做斗争，以此作为独立的第一步。１９１４年开始着手建立自治 政府，但却被第一次世界大战的爆发所拖延。在镇压东部起义中 对这种拖延的失望达到了顶点。持续的动乱更加拖延了独立之路 。爱尔兰，包括乌尔斯特北部地区，在１９２１年被授予自由地 位，但仍附属于英国。１９２２－２３年一场反对者和支持者之 间的血腥内战随后发生。最终伊蒙·瓦勒拉自１９３２年成功的 切断了它与英国的最后联系。 ;;;;;;;;;;X
HOL_DESC;虽然保持在欧洲的中立性（与比利时的斗争被宣称为国内冲突） ，荷兰在他们的殖民地面对着所有艰难的挑战。１８３０年一次 爪哇的起义不得不以武力解决。一场对伊斯兰教君主亚提的战争 ，有着各个的当地王子加入，１８７３年爆发在苏门答腊岛，直 到１９０４年也无法结束。而好望角地区，锡兰和黄金海岸也不 得已失给了英国。在国内政治上，１８４８年一个协定在国王和 不断增长的自由主义运动者之间达成。威廉二世，在自由主义将 领鲁道夫索贝克的影响下，建立了自由主义宪法，将国家制度变 成了君主立宪制。索贝克成为了第一任首先并强化了当时标准的 现代政府体系。国际上，荷兰永久的稳定了自己，只有基本人口 的选举权成为一个主要的冲突点，直到１９１７年普遍平等的选 举权被引入。在１８９４年，一个社会民主主义政党成立，不同 于它的欧洲伙伴，其目标在于改良而非革命。严格的中立使荷兰 有资格成为１８９９年和１９０５年大会的主办国，在此期间其 它事务中，海牙大会关于战争的法律和海关问题达成了一致。在 此国一战期间保持中立之后，国际法庭被决定在海牙建立。 ;;;;;;;;;;X
LUX_DESC;１８１４－１５的维也纳大会宣布卢森堡为大公国并把它作为荷 兰王国的一部分。荷兰国王，担任卢森堡的大公，同时也是德国 联盟的成员。在１８３１年比利时独立之后，根据１８３９年伦 敦协议的条款，不得不把瓦龙人的领土给予了比利时。荷兰人试 图在１８６６年德国联盟结束后把大公国卖给法国，引起了卢森 堡危机，最终这个小国被正式许可它的独立和中立地位。与荷兰 的联盟在１８９０年威廉三世，奥瑞尼亚拿骚家族最后的男性继 承人死亡后结束。卢森堡萨利人的法律不允许女性继承王位。在 一次大战期间德国没有顾及此国的中立性而占领了大公国。 ;;;;;;;;;;X
SPA_DESC;西班牙在与美国的战争之后，其信心受到严重的动摇，它失去了 在古巴、波多黎各、菲律宾和关岛的殖民地。分离主义运动，如 巴斯克人和加泰罗尼亚人得到了支持，教堂干预政治，而激进的 工人运动动摇了保守主义者和自由主义者之间的平衡。阿方索十 三世在１９０２年取得政权之后，显示了其扩张主义倾向，并在 对摩洛哥的干涉中得到了证明。１９０６年的阿尔赫西拉斯法案 确实证明了西班牙人对摩洛哥的兴趣，１９０２年在非洲北部和 南部建立了保护国制度，但那也成了永久的不安定因素。在一次 大战期间，西班牙保持着中立。在１９１８年之后社会形势开始 紧张，爆发了农村平民、右翼份子和无政府主义者的大量叛乱。 阿方索十三世支持了德里维拉将军对政府的军事政变，他废除了 １８７６年的宪法在１９２３年到１９３０年间建立了独裁统治 。１９２６年，他战胜了阿卜杜勒克里姆，结束了摩洛哥的起义 ，但无法控制经济危机，并在军队和学生的一再叛乱下辞去了职 务。１９３１年，阿方索十三世也退位，并允许自由保守主义者 托雷斯宣布第二共和国的成立。然而共和国无法克服西班牙社会 各派别的深度分裂，从法西斯主义长枪党到君主主义者、保守派 自由主义者、左翼自由主义者、社会主义者、共产主义者以及安 亚储工团主义者。如此，１９３６年内战的阴影笼罩着伊比利亚 国半岛。 ;;;;;;;;;;X
SPR_DESC;西班牙在与美国的战争之后，其信心受到严重的动摇，它失去了 在古巴、波多黎各、菲律宾和关岛的殖民地。分离主义运动，如 巴斯克人和加泰罗尼亚人得到了支持，教堂干预政治，而激进的 工人运动动摇了保守主义者和自由主义者之间的平衡。阿方索十 三世在１９０２年取得政权之后，显示了其扩张主义倾向，并在 对摩洛哥的干涉中得到了证明。１９０６年的阿尔赫西拉斯法案 确实证明了西班牙人对摩洛哥的兴趣，１９０２年在非洲北部和 南部建立了保护国制度，但那也成了永久的不安定因素。在一次 大战期间，西班牙保持着中立。在１９１８年之后社会形势开始 紧张，爆发了农村平民、右翼份子和无政府主义者的大量叛乱。 阿方索十三世支持了德里维拉将军对政府的军事政变，他废除了 １８７６年的宪法在１９２３年到１９３０年间建立了独裁统治 。１９２６年，他战胜了阿卜杜勒克里姆，结束了摩洛哥的起义 ，但无法控制经济危机，并在军队和学生的一再叛乱下辞去了职 务。１９３１年，阿方索十三世也退位，并允许自由保守主义者 托雷斯宣布第二共和国的成立。然而共和国无法克服西班牙社会 各派别的深度分裂，从法西斯主义长枪党到君主主义者、保守派 自由主义者、左翼自由主义者、社会主义者、共产主义者以及安 亚储工团主义者。如此，１９３６年内战的阴影笼罩着伊比利亚 国半岛。 ;;;;;;;;;;X
POR_DESC;１９世纪的葡萄牙处于共和党人与君主立宪制支持者的争斗当中 ，这造成了国家深度的分裂。１９１０年，葡萄牙共和党官员发 动了政变反对伊曼纽尔二世布拉干沙的统治。特奥菲洛费尔南德 斯布拉加成为了共和国第一任总统。他宣布了国民自由和解放家 庭中妇女的法律。然而，一次农业改革因为贵族的反对而失败了 。共和国留下最严重的后果是完全依赖与英国的贸易的颓废的经 济局面。内部的冲突导致了８位总统和４４个政府的更替，这种 局面直到１９２６年才停止。第一次世界大战时，葡萄牙加入了 协约国，使得情况更糟。商船队由于德国的潜艇而遭受了巨大的 损失，而与殖民地的贸易也崩溃了。在１９２６年的两次军事政 变期间，共和国宪法被废除，情况有所好转。安东尼奥·奥斯卡 ·德·弗拉格索·卡莫纳将军取得了政权并在１９２８年进行的 选举中得到了正式承认。他建立了第二共和国，并以独裁方式统 治了数十年。安东尼奥·奥利弗拉·萨拉查经多数人的推荐成为 了他的财政部长。１９３２年萨拉查成为首相并按照法西斯形式 建立了政体。 ;;;;;;;;;;X
SCH_DESC;瑞士联邦经历了１９世纪的危机。在几个州，自由主义势力盛行 ，他们呼吁更多的民主和更多的中央集权。这遭到了天主教的反 对，其于１８４５年建立的分离联盟保守的统治着各州。分离联 盟战争发生在１８４７年，自由主义者获得了胜利。１８４８年 一部联邦宪法得以批准，将各州松散的联盟组建成了一个联邦国 家，新的联盟首都位于伯尔尼。新的宪法创建了新制度，如联邦 议会、联邦立法机构和联邦法院。瑞士在一次大战期间保持中立 ，虽然国内德裔和法裔瑞士公民间有过不同的冲突。于此同时， 瑞士被交战国完全包围，经济问题也开始出现。这一时期左翼激 进份子得到大量的支持，它所召集的工人运动在１９１８年的一 次罢工中试图实现社会的重大变革。这次尝试以失败告终，但在 它的带动下，社会改革开始了。这带来了更高的工资和更短的工 作日。１９１９年，比例代表制体系被实行。保守派弗雷西尼格 失去了他们的优势，社会民主主义者的势力变的更强。进入三十 年代，国内政治被操纵于社会民主主义者和保守主义者之间的冲 突中。不顾保守主义者和亲德瑞士人的反对，瑞士在１９２０年 加入了国际联盟。完整而无条件的中立被有所区别的中立所替代 。伦敦宣布允许瑞士拒绝支持军事制裁。 ;;;;;;;;;;X
AUS_DESC;在一战之后，奥地利的国土仅限于原先奥匈帝国的日耳曼部分。 １９１８年１２月１２日，奥地利共和国成立。这个被限制的国 家成立了预备性的国会，并任命社会民主党人尔伦纳（１９１９ ／２０）组建政府，以比例代表选举制取代了普选制，并承认了 女性的选举权。国民大会和政府的目标是与德国完成统一，然而 ，在战胜国的阻挠下，这化为了泡影。１９２０年宪法宣布奥地 利为联邦国家。在随后的选举中，社会民主党失利，基督教保守 派社盟获胜，在随后的几年里它逐渐成为了统治力量。然而，他 们的政府没有能稳定共和国的经济。在巨大的经济问题的压力下 ，社会开始出现了激进主义左派势力（共和保卫联盟）和右派势 力（黑姆温尔）。数次奥地利都陷于内战的边缘。１９２９年修 订的宪法加强了总统的权力，希望能稳定国家。在二十世纪三十 年代早期，纳粹党人开始在奥地利登上了政治舞台。保守派官员 恩格尔伯特杜鲁夫把纳粹的崛起作为废弃宪法和建立独裁的机会 。１９３４年的动荡之后，杜鲁夫禁止了除自己的瓦特兰迪切方 之外的所有政党，按照法西斯模式制定了宪法。然而在１９３４ 年６月２５日的一次政变企图中，他被刺杀。他的继任者，卡尔 楚西尼格继续执行他的政策，希望能解决与德国的紧张局势，并 保护奥地利的主权。 ;;;;;;;;;;X
CZE_DESC;在一战爆发后，捷克哲学家托马斯·加里格·马萨里克（１８５０ －１９３７）和他的好朋友爱德华·贝奈斯（１８８４－１９４８ ）致力于国家的独立。１９１８年五月他和美国的斯洛伐克移民代 表签署了匹兹堡协定，同意建立一个捷克和斯洛伐克的联邦国家。 １９１８年，奥匈帝国和德国军事失败之后不久，捷克斯洛伐克在 布拉格宣布了独立。马萨里克被选举为第一任总统（１９１８－１ ９３５）。然而，这个年轻的国家在两方面倍受折磨。第一，捷克 人和斯洛伐克人一直生活在匈牙利人的统治之下，他们现在难以和 平相处。国家的斯洛伐克部分基本是农业为主，那里的居民们无法 认同他们的捷克同胞。第二，这个新共和国还有至少三百万德国人 （苏台德地区），他们只承认捷克人统治国家的权利。然而，布拉 格的政府尽管宣布了各种目标，但他们缺乏在自己的政策里考虑少 数民族的机智和愿望。尽管存在着各种困难，在１９２０年之后还 是建立了真正的议会制度，接纳了广泛的各个政治党派。从１９２ ６年起，几个最大的少数民族（德意志人，匈牙利人）的成员进入 了政府。然而，由于苏台德地区的出口贸易，这些地区遭到了１９ ２９／３０年的德国经济萧条的沉重打击，导致了更多的国家不安 情绪。在１９３３年希特勒在德国上台之后，苏台德地区的德国党 派越来越倾向于纳粹扩张主义，年轻的捷克斯洛伐克共和国很快就 要面对阿道夫·希特勒的领土要求了。 ;;;;;;;;;;X
SLO_DESC;眼见他们的人民在奥匈帝国两种统治下持续不变的区别，斯洛伐 克政治家和知识分子深信，只有加入捷克才能领导他们的国家走 出灾难。美国的斯洛伐克移民代表同意捷克国家主义者托马斯· 加里格·马萨里克和爱德华·贝奈斯关于联合捷克和斯洛伐克的 观点。１９１８年，此国家在布拉格以捷克斯洛伐克的名义被宣 布为独立共和国。在１０００多年的外国统治之后，占全捷克斯 洛伐克３０％人口的斯洛伐克与捷克一起开始成为自治的国家。 但很快关于捷克人优等地位的不安的局面就出现了，在建立了中 央集权体系时他们发现捷克人在其它人中的表现。主要的反捷克 抵抗者是天主教保守派：斯洛伐克人民党，他们号召广泛的自治 权。当１９３８年慕尼黑条约中，捷克斯洛伐克的苏台德地区割 让给了德国，捷克斯洛伐克人民党抓住机会利用布拉格政府的脆 弱取得了捷克斯洛伐克的联邦化。１９３９年３月，德国打破了 慕尼黑条约并占领了国家的捷克部分，把它变成了波希米亚和摩 拉维亚保护国。一天前，随阿道夫·希特勒的号召，斯洛伐克宣 布了它的独立。虽然形式上独立了，斯洛伐克事实上是德国的附 庸国，虽然这个新的国家被包括英国、法国和苏联在内的２５个 国家所认可。约瑟夫·季索总理，一名天主教牧师的政府，在柏 林的严密监视下，开始了保守主义独裁政策。 ;;;;;;;;;;X
HUN_DESC;１９１８年１１月休战后，一个由首相米哈里康卡罗里带领的民 主国家委员会宣布匈牙利为独立共和国。邻近的国家，尤其是罗 马尼亚和塞尔维亚人、斯洛文尼亚人和克罗地亚人的新王国，抓 住了征服领土的机会。国内关于共和国未来方向的争执迫使卡罗 里政府辞职，而匈牙利社会党、共产主义者和社会民主主义者联 合取得了政权。在比拉昆的领导下建立了一个议会制共和国。然 而他们强迫所进行社会改革的尝试很快导致了国内的暴力冲突。 在捷克和罗马尼亚部队的帮助下，复辟派在数月内成功的摧毁了 共和国，匈牙利首次进入“白色恐怖”，无数左派支持者被屠杀 。匈牙利的形势依然不明朗。在１９２０年的选举之后，通过了 一部包含独裁和议会基础的宪法。最后的哈普斯堡皇室成员—— 卡尔四世是否应该成为匈牙利国王的问题得到了妥协的解决方法 。一名行政官被指定替代君主，他就是前海军上将米克罗斯·霍 尔蒂。在１９２０年的特里亚农和平条约上，匈牙利正式接受了 很多索取领土的要求：斯洛伐克交给了捷克斯洛伐克，锡本布尔 根给了罗马尼亚，而克罗地亚和斯洛文尼亚归入南斯拉夫。匈牙 利失去了７０％的领土和６５％的人口。两次试图恢复卡尔四世 王位的政变失败了，而霍尔蒂利用了他的地位夺取了议会的权利 并迫害民主主义力量。在经济大萧条和社会形势紧张的情况下， 霍尔蒂指派极端保守主义者基卢拉红本斯为首相（１９３２－１ ９３６），后者引导了与纳粹德国和法西斯德国的亲善关系。 ;;;;;;;;;;X
ROM_DESC;在克里米亚战争（１８５３－１８５６）结束后，巴黎和约中确 定摩尔达维亚和瓦拉几亚统一成为罗马尼亚公国。亚历山德鲁约 安库查成为首位国王（１８５９－１８６６），随后的是卡尔冯 霍亨索伦·西格马林根继任王位（１８６６－１９１４）。在第 ８次俄罗斯——土耳其战争（１８７７－７８）之后，这次战争 中罗马尼亚与俄罗斯一起作战，该国的主权在１８７８年柏林议 会上得到了承认。南比萨拉比亚放弃给了俄罗斯，而罗马尼亚得 到了多布罗加。在１８８１年罗马尼亚王子得到了卡尔一世国王 的称号。朝向西方的定位是安全的，俄罗斯的影响丧失了它的吸 引力。卡尔一世开始了第二次巴尔干战争（１９１３）得到多布 罗加并加入了协约国。他的继承者费迪南（１９１４－１９２７ ）成为了所有罗马尼亚人的国王。随着１９１４年一次大战的爆 发，罗马尼亚最初保持中立，但在１９１６年加入了协约国。中 部强国无法占领这里并在１９１８年签订了布加勒斯特和约。随 着哈普斯堡皇室和罗曼诺夫王朝的崩溃，使罗马尼亚得到了和平 谈判的许可。特兰西瓦尼亚和布科维纳的罗马尼亚人决定与罗马 尼亚本国统一，１９２０年巴黎和谈上的一个法案得到了国际认 可。但他们与西方的政治连接，却被国家行为阻隔。在费迪南一 世死后，年仅６岁的迈克尔一世，坐上了王座，其父卡尔二世因 为与平民伊娜卢比斯库的恋情而放弃了他的王室继承权。但在１ ９３０年，卡尔二世返回巴黎攀登王位。而诸强国也都注视着这 个国家和它丰富的石油储备。 ;;;;;;;;;;X
YUG_DESC;在第一次世界大战期间，许多国家都同意了建立一个南部斯拉夫 国家。然而克罗地亚人，蒙特内格罗人和斯洛文尼亚人是在意大 利的并吞威胁下，被迫接受亚历山大一世作为“塞尔维亚，克罗 地亚和斯洛文尼亚王国”的统治者。１９２１年的第一部宪法确 定了塞尔维亚人的优势，因而不同的宗教和民族传统毁灭了第一 个南斯拉夫。克罗地亚农民政党联合抵制贝尔格莱德的议会并要 求联邦化。即使尼古拉·帕西奇的政府在１９２５年也无法克服 这些困难。１９２８年斯蒂凡·拉蒂奇和另两名农民党代表被一 名塞尔维亚激进人民党的蒙特内格罗代表刺杀。亚历山大一世停 止了宪法并在１９２９年实行了君主独裁制度，试图加强综合管 理。国家重命名为南斯拉夫。按照地理区域来划分行政管理辖区 （巴那提斯）制度的建立并没有多大帮助，塞尔维亚人继续主宰 着政治生活，而克罗地亚人则采取极端措施在１９２９年建立极 端国家主义组织乌斯塔沙。１９３４年亚历山大一世遭到刺杀， 使这个脆弱的国家处于内战的边缘。 ;;;;;;;;;;X
