#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
DPERSONALITY_LOGISTICS_SPECIALIST;后勤专家利用旧式的总参谋部技术分析后勤的运作，从而得 出新的威胁点。 ;;;;;;;;;;X
DPERSONALITY_POLITICAL_SPECIALIST;政治专家运用“技术使馆人员”来对敌人的反谍报人员进行 秘密的战争。 ;;;;;;;;;;X
DPERSONALITY_DISMAL_ENIGMA;他是一个神秘的人，没有人知道谁是他的人，也没有人知道他 不知道什么。晚宴的谈话当晚就会来到他的办公桌。 ;;;;;;;;;;X
DPERSONALITY_INDUSTRIAL_SPECIALIST;工业专家关注敌人公开的工业和经济资源，从而分析得到他 们现在正在制造的东西。 ;;;;;;;;;;X
DPERSONALITY_NAVAL_INTELLIGENCE_SPECIALIST;海军技术专家利用旧式的海军参谋技术分析敌方舰船，从而 得到新的威胁点。 ;;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_MANOEUVRE;这位参谋长属于机动作战学派，他提倡协调的调动和绝对的 速度是现代战争的根本。 ;;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_FIRE_SUPPORT;这位参谋长属于火力支援学派，他提倡火力支援是现代战争 胜利的关键。 ;;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_MASS_COMBAT;这位参谋长相信人民战争理论，他提倡大规模作战和广泛的 游击战是现代战争胜利的关键。 ;;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_PSYCHOLOGY;这位参谋长属于军事教育派，他认为高素质的军官、士气和小 部队的领导是现代战争胜利的关键。 ;;;;;;;;;;X
DPERSONALITY_SCHOOL_OF_DEFENCE;这位参谋长属于防御学派，他宣扬民兵部队和战略纵深是现 代战争胜利的关键。 ;;;;;;;;;;X
DPERSONALITY_ELASTIC_DEFENCE_DOCTRINE;他指挥陆军的立足点就是弹性防御理论。这意味着他认为一 个由重武装化步兵所组成的纤细防御线以及由补充兵员以及 突击团队组成的第二线对于消耗敌方以及赢得战争是绝对必 要的。 ;;;;;;;;;;X
DPERSONALITY_STATIC_DEFENCE_DOCTRINE;他希望按照静态防御理论优化国家的陆军。这意味着建立多 重由步兵要塞和炮兵阵地组成的防线，靠它来拖跨敌人的意 志，从而赢得战争。 ;;;;;;;;;;X
DPERSONALITY_DECISIVE_BATTLE_DOCTRINE;他指挥陆军的立足点就是战略决战理论。这意味着集中大规 模的优势力量压跨敌人对于战争的胜利是至关重要的。 ;;;;;;;;;;X
DPERSONALITY_ARMOURED_SPEARHEAD_DOCTRINE;他指挥陆军的立足点就是装甲先锋理论。这意味着利用坦克 部队快速进攻，随行步兵快速跟进，这对于战争的胜利至关 重要。 ;;;;;;;;;;X
DPERSONALITY_SPECIAL_FORCE_DOCTRINE;他指挥陆军的立足点就是特种作战理论。这意味着利用空降、 登陆、山地部队等一切方式渗透敌人的后方，甚至直接摧毁敌 军的重要设施、消灭指挥中枢，从而彻底破坏敌军的指挥体系。 ;;;;;;;;;;X
DPERSONALITY_GUNS_AND_BUTTER_DOCTRINE;他指挥陆军的立足点就是军事后勤并重。这意味着他认为创 造出让指挥官充分发挥的各种客观条件是拖跨敌人和赢得战 争的关键。 ;;;;;;;;;;X 
DPERSONALITY_KING_OF_WAR;总有一些将军是胜利的化身，他们带给战士无坚不摧的勇气与 信心，他们懂的如何让每一个兵种发挥出最大的价值，但是他 们的英明减少了部下成长的机会。;;;;;;;;;;X 
DPERSONALITY_OPEN_SEAS_DOCTRINE;他指挥海军的立足点就是开放海洋理论。这意味着控制海上 航路是战争胜利的关键。 ;;;;;;;;;;X
DPERSONALITY_DECISIVE_BATTLE_DOCTRINE2;他指挥海军的立足点就是战略决战理论。这意味着集中大规 模的海军舰队和在外海摧毁敌军力量对于战争的胜利是至关 重要的。 ;;;;;;;;;;X
DPERSONALITY_POWER_PROJECTION_DOCTRINE;他指挥海军的立足点就是战力投放战理论，这意味着在某一 地区集中所有的飞机，鱼雷和炮火来确保赢得战争的胜利。 ;;;;;;;;;;X
DPERSONALITY_INDIRECT_APPROACH_DOCTRINE;他指挥海军的立足点就是迂回接近理论。这意味着避免进行 决战，通过摧毁敌方的补给船和军备来获得胜利。 ;;;;;;;;;;X
DPERSONALITY_BASE_CONTROL_DOCTRINE;他指挥海军的立足点就是基地控制理论。这意味着直接对敌 方基地(港口和岛屿)发起进攻，并通过空军和地面部队控制 对方对于赢得战争至关重要。 ;;;;;;;;;;X
DPERSONALITY_AIR_SUPERIORITY_DOCTRINE;他指挥空军的立足点就是空中优势理论。这意味着控制战场 上的空中优势对于战争的胜利至关重要。 ;;;;;;;;;;X
DPERSONALITY_NAVAL_AVIATION_DOCTRINE;他指挥空军的立足点就是海军航空理论。这意味着战争必须 与海军紧密配合，从而摧毁敌方海军，把敌舰船炸成碎片。 ;;;;;;;;;;X
DPERSONALITY_ARMY_AVIATION_DOCTRINE;他指挥空军的立足点就是陆军航空理论。这意味着空军与陆 军紧密协作，摧毁敌方陆地力量对于战争的胜利至关重要。 ;;;;;;;;;;X
DPERSONALITY_CARPET_BOMBING_DOCTRINE;他指挥空军的立足点是地毯轰炸理论。这意味着全面摧毁敌 方的运输网和工业基地，以及通过威胁轰炸来消磨对方人民 的意志是赢得战争的重要手段。 ;;;;;;;;;;X
DPERSONALITY_VERTICAL_ENVELOPMENT_DOCTRINE;这一理论是大规模利用空军的垂直包围理论。这意味着为了 赢得战争最关键的就是首先靠空军来控制战略要地或立足点 ，随后靠陆军进行突破。 ;;;;;;;;;;X
DPERSONALITY_UNDISTINGUISHED_SUIT;无特征人就是用来形容那种“透明”的部长。没有人听说过 他，没有人记得他的样子。他的著名就是自己全然不存在。 ;;;;;;;;;;X
DPERSONALITY_AIR_SUPERIORITY_PROPONENT;他不仅是一个有才干的管理者和政治家，而且也喜欢在整体 战略中出谋划策。他本人倾向于这个军种的力量发展。这可 能是他在此服役很长时间的后果，或者是因为他确信只有在 这方面取得发展，他的祖国才能赢得战争。 ;;;;;;;;;;X
DPERSONALITY_CORRUPT_KLEPTOCRAT;他是一个有能力的管理者，但他非常腐败，经常把军事援助 和军事补给作为自己的囊中之物。 ;;;;;;;;;;X
DPERSONALITY_CROOKED_KLEPTOCRAT;他并不重视犯罪的轻重，不关心起义，显然其他部长对他很 信任，因为可以从中牟利。 ;;;;;;;;;;X
DPERSONALITY_POWER_HUNGRY_DEMAGOGUE;蛊惑民心的政客是个充满憎恨并疯狂报复的男人。然而对于 失落的大众，他却拥有魔法般的魅力来迷惑他们。他有但只 有一个真正的目那就是控制并且塑照世界成为他所喜欢的样 子。 ;;;;;;;;;;X
DPERSONALITY_BARKING_BUFFOON;咆哮的小丑是政治舞台上伟大的戏剧性的演员。人们视他为 将要解救国家并能回复伟大历史的一位强壮和能干的领袖。 但是在他的夸大修辞的假面具后藏一个低智又自负的笨蛋。 那些真的认识他的人，知道他是毫无能力的人。 ;;;;;;;;;;X
DPERSONALITY_STERN_IMPERIALIST;严厉的帝国主义者是坚定的国家主义者。他既不是迷人的也 不是管理的天才。然而他有一个巨大的资产，即他狂热的决 心改善他的国家状态。他将会使用任何的方法达成那一个目 标，并在政治和军事上是了不起的人物。 ;;;;;;;;;;X
DPERSONALITY_RUTHLESS_POWERMONGER;残忍的权利投机者视他的国家和他的民族为个人的私有财产 。他全无节操，而且他不会让任何反抗在他和他的目标间存 在。有时他能逐步现出一种将会危及朋友和仇敌的偏执狂的 妄想。 ;;;;;;;;;;X
DPERSONALITY_AUTOCRATIC_CHARMER;独裁魔术师用他的非凡领导力和冷酷把握权利。他能使朋友 和敌人陶醉，是优良的谈判者。然而，日常的统治不是他的 风格，腐败在他的规则之下兴旺。 ;;;;;;;;;;X
DPERSONALITY_RESIGNED_GENERALISSIMO;听天命的大元帅有力量从来自无政府状态和世俗情绪的毁坏 下拯救他国家。他对政治上的争吵感到厌烦并设法使国家正 常运转的就像他一直习惯指挥他的团队一样。然而，他仍是 能干和决定性的人。 ;;;;;;;;;;X
DPERSONALITY_BENEVOLENT_GENTLEMAN;慈善绅士是有超凡魅力和精通于成功选举的人。然而，他缺 乏掌握国家的航舵的品质去达到真正的成功。当事情变的严 重时，他只是微笑和等候政见风波的结束。 ;;;;;;;;;;X
DPERSONALITY_WEARY_STIFF_NECK;令人生厌的造作者不是一个适合这种工作的人。他努力通过 贵族的举止和顽固的表演来弥补这些。当提到政治时他就感 到厌烦和犹豫，总害怕他缺乏的才能将会表现出他的愚蠢。 ;;;;;;;;;;X
DPERSONALITY_INSIGNIFICANT_LAYMAN;无关紧要的外行缺乏任何类型的野心或政治兴趣。人们唯一 不行动起来反对他的理由是他非常无害处并且没有较好的替 代者。 ;;;;;;;;;;X
DPERSONALITY_DIE_HARD_REFORMER;顽固的改革家想要提高他在其他的国家政府中政治价值和优 先权。他乐于通过政治和军队的干涉来达成他的目标。 ;;;;;;;;;;X
DPERSONALITY_PIG_HEADED_ISOLATIONIST;愚蠢的孤立主义者决定不让他的国家靠近战争和混乱国际政 治。他可能喜欢或讨厌国际合作，但国家的自治一直是他的 目标。 ;;;;;;;;;;X
DPERSONALITY_POPULAR_FIGUREHEAD;受欢迎但有名无实的领袖在他的国家中由于政府的体制只有 很小的力量。但是由于他的名望，任何来自他的坚定陈述必 定进入那些在国家中有力量的人的考虑范围之内。 ;;;;;;;;;;X
DPERSONALITY_GREAT_STATESMAN;总有一些领袖在人类历史上被称为伟大，他们睿智、坚强、敏 锐、果敢，最重要的是他们遇上了一个让他们成就的伟大时代 。他们成就了时代的传奇，时代也成就了他们的传奇。 ;;;;;;;;;;X
DPERSONALITY_LEGENDARY_REVOLUTIONIST;一个国家的旧秩序行将崩溃时，总会有传奇人物开创一个新的 秩序，传奇人物的非凡魅力和能力使得他们成为一个新时代的 神祗，但是如果这种能力被滥用也会带来致命的灾难。 ;;;;;;;;;;X
DPERSONALITY_ORDER_REFORMER;旧秩序的改革者看到了旧秩序的崩溃，但是他总试图用改良旧 秩序的方式去恢复秩序，他们具有强有力的政治才能去恢复这 种秩序，但是他们没有足够的睿智和远见来开创一个新的时代。 ;;;;;;;;;;X
DPERSONALITY_SILENT_WORKHORSE;沈默的实干家用他的才干和努力的工作弥补了他所缺乏的魅 力。他很少占据首要的位置。当他完成工作的时候，国家元 首会代他享受极度的光荣。 ;;;;;;;;;;X
DPERSONALITY_NAIVE_OPTIMIST;天真的乐观主义者是能干的管理人和政客。然而，他时常屈 于痴心妄想而且未能抓住已经为他准备好的便利。 ;;;;;;;;;;X
DPERSONALITY_FLAMBOYANT_TOUGH_GUY;精力过人的硬汉是天然的领袖和一位真正的斗士。他将会试 着避免冲突，但是如果动武的，他将会对抗到最后。他主要 表现的技巧是想出那些为其倔强辩护的众多有创造力的主意 ，不管他们是好的还是坏的。 ;;;;;;;;;;X
DPERSONALITY_HAPPY_AMATEUR;快乐的业余政治家能得到他的职位纯粹是个偶然，他对政治 和政体一无所知。然而那些藉着当政者的惊奇而掩盖了，他 那永远微笑的脸在他身边制造了一种充满信心的气氛。幸运 地，人们不知道他的摇摇欲坠。 ;;;;;;;;;;X
DPERSONALITY_BACKROOM_BACKSTABBER;密谋的暗害者有像资深党政秘书或党员那样的长年经验是一 个政治老手。没有任何阴谋能取代他，也没有任何外国政府 能推翻他。外国的政府在他周围必须非常谨慎。 ;;;;;;;;;;X
DPERSONALITY_SMILING_OILMAN;微笑的石油商是一个白手起家的人，他是一家大石油公司从 前的总裁。他的阅历，和据说是他的财富，将他带进了政坛 。然而，他缺乏政治技巧，在国际政治舞台中也是个新手， 至少他是一个厚脸皮的、能干的、快速的学习者。 ;;;;;;;;;;X
DPERSONALITY_OLD_GENERAL;老陆军将军被任命是因为他的力量基础，也有时是因为他的 光荣过去。他在政治中不是很感兴趣或熟练，他追求他的首 要兴趣：陆军的状况。 ;;;;;;;;;;X
DPERSONALITY_OLD_ADMIRAL;老海军将军被任命是因为他的力量基础，也有时是因为他的 光荣过去。他在政治中不是很感兴趣或熟练，他追求他的首 要兴趣：海军的状况。 ;;;;;;;;;;X
DPERSONALITY_OLD_AIR_MARSHAL;老空军将军被任命是因为他的力量基础，也有时是因为他的 光荣过去。他在政治中不是很感兴趣或熟练，他追求他的首 要兴趣：空军的状况。 ;;;;;;;;;;X
DPERSONALITY_POLITICAL_PROTEGE;政治上的受保护人是一个政治上的密友，是国家元首的一个 心腹朋友。他既不非常喜欢也不非常能干的。他所以被选择 是因为他的忠诚和他巨大的人际网络 。 ;;;;;;;;;;X
DPERSONALITY_AMBITIOUS_UNION_BOSS;野心勃勃的联盟领导人是一个倾向于在政治上用力量来改变 事情的粗鲁人，他仍然属于劳动阶级，但是新形势已经抑制 了他的急进主义。他是强硬的谈判对手但是缺乏管理的技术 ，他的背景是应对当前形势的责任。 ;;;;;;;;;;X
DPERSONALITY_CORPORATE_SUIT;法人代表在商业世界中用尽了他的生命，远离了政治。他本 来是被引荐为某个独立的部长，但是由于他能力和合作技巧 ，他已经达到了上层。他形成一个庞大人际关系的网，但他 在政治中却没有位置。 ;;;;;;;;;;X
DPERSONALITY_BEIYANG_WARLORD;北洋军閥 ;;;;;;;;;;X
DPERSONALITY_SOUTH_WARLORD;南方军閥 ;;;;;;;;;;X
DPERSONALITY_KMT;國民黨 ;;;;;;;;;;X
DPERSONALITY_CCP;共產黨 ;;;;;;;;;;X
#EOF;;;;;;;;;;;x
