#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;x
###########################################;;;;;;;;;;;x
########### MESSAGE HANDLER    ############;;;;;;;;;;;x
###########################################;;;;;;;;;;;x
##;;;;;;;;;;;x
#  PLAYER TITLES;;;;;;;;;;;x
##;;;;;;;;;;;x
#;;;;;;;;;;;x
WDMC_SETUP;当我们拒绝他国控制我们的军队 ;;;;;;;;;;X
WDMC_HEADER;总参谋部简报%s ;;;;;;;;;;X
WDMC_1;军事控制 ;;;;;;;;;;X
WDMC_2;%t， 我们拒绝 ;;;;;;;;;;X
WDMC_3;%s ;;;;;;;;;;X
WDMC_4;控制我们的军队 ;;;;;;;;;;X
WDMC_5;;;;;;;;;;;X
WDMC_6;;;;;;;;;;;X
WDMC_LOG;我们拒绝%s控制我们的军队。 ;;;;;;;;;;X
WDMC_BTN1;知道了 ;;;;;;;;;;X
WDMC_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x 
TDMC_SETUP;当他国拒绝另一国控制其军队 ;;;;;;;;;;X
TDMC_HEADER;情报部简报%s ;;;;;;;;;;X
TDMC_1;军事控制 ;;;;;;;;;;X
TDMC_2;%t， %s拒绝 ;;;;;;;;;;X
TDMC_3;%s ;;;;;;;;;;X
TDMC_4;控制他们的军队 ;;;;;;;;;;X
TDMC_5;;;;;;;;;;;X
TDMC_6;;;;;;;;;;;X
TDMC_LOG;%s拒绝%s控制他们的军队。 ;;;;;;;;;;X
TDMC_BTN1;知道了 ;;;;;;;;;;X
TDMC_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
TDMCU_SETUP;当他国拒绝我们控制其军队 ;;;;;;;;;;X
TDMCU_HEADER;外交简报 ;;;;;;;;;;X
TDMCU_1;军事控制 ;;;;;;;;;;X
TDMCU_2;%t， ;;;;;;;;;;X
TDMCU_3;%s ;;;;;;;;;;X
TDMCU_4;拒绝我们完全控制他们的军队 ;;;;;;;;;;X
TDMCU_5;;;;;;;;;;;X
TDMCU_6;;;;;;;;;;;X
TDMCU_LOG;%s拒绝我们控制他们的军队。 ;;;;;;;;;;X
TDMCU_BTN1;知道了 ;;;;;;;;;;X
TDMCU_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
WCMC_SETUP;当我们取消他国的军事控制 ;;;;;;;;;;X
WCMC_HEADER;总参谋部简报%s ;;;;;;;;;;X
WCMC_1;军事控制结束 ;;;;;;;;;;X
WCMC_2;%t， 我们已取消 ;;;;;;;;;;X
WCMC_3;%s ;;;;;;;;;;X
WCMC_4;对我国军队的控制权 ;;;;;;;;;;X
WCMC_5;;;;;;;;;;;X
WCMC_6;;;;;;;;;;;X
WCMC_LOG;我们取消了%s的军事控制。 ;;;;;;;;;;X
WCMC_BTN1;知道了 ;;;;;;;;;;X
WCMC_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
TCMC_SETUP;当他国取消对另一国的军事控制 ;;;;;;;;;;X
TCMC_HEADER;情报部简报%s ;;;;;;;;;;X
TCMC_1;军事控制结束 ;;;;;;;;;;X
TCMC_2;%t， %s已取消 ;;;;;;;;;;X
TCMC_3;%s ;;;;;;;;;;X
TCMC_4;对他们的军队的控制权 ;;;;;;;;;;X
TCMC_5;;;;;;;;;;;X
TCMC_6;;;;;;;;;;;X
TCMC_LOG;%s取消了%s的军事控制。 ;;;;;;;;;;X
TCMC_BTN1;知道了 ;;;;;;;;;;X
TCMC_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
TCMCU_SETUP;当他国取消对我们的军事控制 ;;;;;;;;;;X
TCMCU_HEADER;外交简报 ;;;;;;;;;;X
TCMCU_1;军事控制结束 ;;;;;;;;;;X
TCMCU_2;%t， ;;;;;;;;;;X
TCMCU_3;%s ;;;;;;;;;;X
TCMCU_4;取消我们对他们军队的控制权 ;;;;;;;;;;X
TCMCU_5;;;;;;;;;;;X
TCMCU_6;;;;;;;;;;;X
TCMCU_LOG;%s 取消我国的军事控制。 ;;;;;;;;;;X
TCMCU_BTN1;知道了 ;;;;;;;;;;X
TCMCU_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x 
WECOUP_SETUP;当我们成功令他国政变 ;;;;;;;;;;X
WECOUP_HEADER;情报部简报 ;;;;;;;;;;X
WECOUP_1;政府倒台 ;;;;;;;;;;X
WECOUP_2;%t， 我们的间谍已成功令 ;;;;;;;;;;X
WECOUP_3;%s ;;;;;;;;;;X
WECOUP_4;的政府倒台， 并成立了一个更亲近我国的政府 ;;;;;;;;;;X
WECOUP_5;;;;;;;;;;;X
WECOUP_6;;;;;;;;;;;X
WECOUP_LOG;我们颠覆了%s的政府，令他们对我国更亲近。 ;;;;;;;;;;X
WECOUP_BTN1;知道了 ;;;;;;;;;;X
WECOUP_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
THEYCOUP_SETUP;当他国成功令另一国政变 ;;;;;;;;;;X
THEYCOUP_HEADER;情报部简报 ;;;;;;;;;;X
THEYCOUP_1;政府倒台 ;;;;;;;;;;X
THEYCOUP_2;%t， %s颠覆了 ;;;;;;;;;;X
THEYCOUP_3;%s ;;;;;;;;;;X
THEYCOUP_4;的政府 并成立了一个更亲近他们的政府 ;;;;;;;;;;X
THEYCOUP_5;;;;;;;;;;;X
THEYCOUP_6;;;;;;;;;;;X
THEYCOUP_LOG;%s颠覆了%s的政府，使该国对他们更亲近。 ;;;;;;;;;;X
THEYCOUP_BTN1;知道了 ;;;;;;;;;;X
THEYCOUP_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
THEYCOUPUS_SETUP;当他国成功令我们政变 ;;;;;;;;;;X
THEYCOUPUS_HEADER;报纸头条 ;;;;;;;;;;X
THEYCOUPUS_1;政府倒台 ;;;;;;;;;;X
THEYCOUPUS_2;%t， 我们的政府被颠覆了， 新成立一个对 ;;;;;;;;;;X
THEYCOUPUS_3;%s ;;;;;;;;;;X
THEYCOUPUS_4;更亲近的政府 ;;;;;;;;;;X
THEYCOUPUS_5;;;;;;;;;;;X
THEYCOUPUS_6;;;;;;;;;;;X
THEYCOUPUS_LOG;%s颠覆了我国的政府，使我国对他们更亲近。 ;;;;;;;;;;X
THEYCOUPUS_BTN1;知道了 ;;;;;;;;;;X
THEYCOUPUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
WECOUPF_SETUP;当我们颠覆另一国失败 ;;;;;;;;;;X，
WECOUPF_HEADER;情报部简报 ;;;;;;;;;;X
WECOUPF_1;政变企图 ;;;;;;;;;;X
WECOUPF_2;%t， 我们的特工试图在 ;;;;;;;;;;X
WECOUPF_3;%s发动政变 ;;;;;;;;;;X
WECOUPF_4;但被他们的秘密警察挫败 ;;;;;;;;;;X
WECOUPF_5;;;;;;;;;;;X
WECOUPF_6;;;;;;;;;;;X
WECOUPF_LOG;我们对%s的政变企图失败。 ;;;;;;;;;;X
WECOUPF_BTN1;确定 ;;;;;;;;;;X
WECOUPF_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
THEYCOUPF_SETUP;当他国颠覆另一国失败 ;;;;;;;;;;X
THEYCOUPF_HEADER;情报部简报%s ;;;;;;;;;;X
THEYCOUPF_1;政变企图 ;;;;;;;;;;X
THEYCOUPF_2;%t， %s 企图策划政变于 ;;;;;;;;;;X
THEYCOUPF_3;%s ;;;;;;;;;;X
THEYCOUPF_4;但是他们失败了 ;;;;;;;;;;X
THEYCOUPF_5;;;;;;;;;;;X
THEYCOUPF_6;;;;;;;;;;;X
THEYCOUPF_LOG;%s 颠覆%s的企图失败。 ;;;;;;;;;;X
THEYCOUPF_BTN1;确定 ;;;;;;;;;;X
THEYCOUPF_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
DECLWAR_SETUP;当他国对我们宣战 ;;;;;;;;;;X
DECLWAR_HEADER;紧急内阁会议 ;;;;;;;;;;X
DECLWAR_1;战争！ ;;;;;;;;;;X
DECLWAR_2;%t， %s ;;;;;;;;;;X
DECLWAR_3;%s 对我们宣战 ;;;;;;;;;;X
DECLWAR_4;逼近了！敌人的部队正准备 入侵我们的国家。我们必须 立刻计划我们的防御。 ;;;;;;;;;;X
DECLWAR_5;;;;;;;;;;;X
DECLWAR_6;;;;;;;;;;;X
DECLWAR_LOG;%s 对我们宣战！ ;;;;;;;;;;X
DECLWAR_BTN1;确定 ;;;;;;;;;;X
DECLWAR_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
DECLWAR_SETUP;当他国对我们宣战 ;;;;;;;;;;x
DECLWAR_HEADER;紧急内阁会议 ;;;;;;;;;;x
DECLWAR_1;战争！ ;;;;;;;;;;x
DECLWAR_2;%t， %s  ;;;;;;;;;;x
DECLWAR_3;%s 对我们宣战 ;;;;;;;;;;x
#;;;;;;;;;;;x
PEACEPROP_SETUP;当他国向我们提出和约 ;;;;;;;;;;X
PEACEPROP_HEADER;外交简报 \n关于 ;;;;;;;;;;X
PEACEPROP_1;%s ;;;;;;;;;;X
PEACEPROP_2;%t， %s向我们提供 ;;;;;;;;;;X
PEACEPROP_3;和约， %s ;;;;;;;;;;X
PEACEPROP_4;下列作为报答: ;;;;;;;;;;X
PEACEPROP_5;%s ;;;;;;;;;;X
PEACEPROP_6;你的回应是什么？ ;;;;;;;;;;X
PEACEPROP_LOG;;;;;;;;;;;X
PEACEPROP_BTN1;接受 ;;;;;;;;;;X
PEACEPROP_BTN2;决不！ ;;;;;;;;;;X
#;;;;;;;;;;;x
PEACEACCEPT_SETUP;当他国接受我们的和约 ;;;;;;;;;;X
PEACEACCEPT_HEADER;外交简报 \n关于 ;;;;;;;;;;X
PEACEACCEPT_1;%s ;;;;;;;;;;X
PEACEACCEPT_2;%t， %s ;;;;;;;;;;X
PEACEACCEPT_3;接受了 ;;;;;;;;;;X
PEACEACCEPT_4;我们慷慨的 ;;;;;;;;;;X
PEACEACCEPT_5;和约提议 ;;;;;;;;;;X
PEACEACCEPT_6;;;;;;;;;;;X
PEACEACCEPT_LOG;%s 接受了我们慷慨的和约提议。 ;;;;;;;;;;X
PEACEACCEPT_BTN1;很好！ ;;;;;;;;;;X
PEACEACCEPT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
PEACEACCEPTOTHER_SETUP;当他国接受另一国的和约 ;;;;;;;;;;X
PEACEACCEPTOTHER_HEADER;情报部简报 \n关于 ;;;;;;;;;;X
PEACEACCEPTOTHER_1;%s ;;;;;;;;;;X
PEACEACCEPTOTHER_2;%t， %s ;;;;;;;;;;X
PEACEACCEPTOTHER_3;接受了和约 ;;;;;;;;;;X
PEACEACCEPTOTHER_4;来自他们的前敌人 ;;;;;;;;;;X
PEACEACCEPTOTHER_5;%s ;;;;;;;;;;X
PEACEACCEPTOTHER_6;通过以下条约： %s ;;;;;;;;;;X
PEACEACCEPTOTHER_LOG;%s接受了%s的和约，通过以下条约：%s ;;;;;;;;;;X
PEACEACCEPTOTHER_BTN1;确定 ;;;;;;;;;;X
PEACEACCEPTOTHER_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
PEACETERM_PROV;%s到%s ;;;;;;;;;;X
PEACETERM_PUPPET;%s将被傀儡。 ;;;;;;;;;;X
PEACETERM_ACCESS;%s不得不放弃军事通行。 ;;;;;;;;;;X
PEACETERM_QUO;回到现状。 ;;;;;;;;;;X
PEACETERM_DISARM;%s将被迫解除武装。 ;;;;;;;;;;X
#;;;;;;;;;;;x
PEACEREJECT_SETUP;当他国否决我们的和约 ;;;;;;;;;;X
PEACEREJECT_HEADER;外交简报 \n关于 ;;;;;;;;;;X
PEACEREJECT_1;%s ;;;;;;;;;;X
PEACEREJECT_2;%t， %s ;;;;;;;;;;X
PEACEREJECT_3;否决了 ;;;;;;;;;;X
PEACEREJECT_4;我们慷慨的 ;;;;;;;;;;X
PEACEREJECT_5;和约提议 ;;;;;;;;;;X
PEACEREJECT_6;;;;;;;;;;;X
PEACEREJECT_LOG;%s否决了我们慷慨的和约提议！ ;;;;;;;;;;X
PEACEREJECT_BTN1;确定 ;;;;;;;;;;X
PEACEREJECT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
WHITEPEACEUS_SETUP;当我们与他国达成无条件停火 ;;;;;;;;;;X
WHITEPEACEUS_HEADER;外交简报%s ;;;;;;;;;;X
WHITEPEACEUS_1;无条件停火！ ;;;;;;;;;;X
WHITEPEACEUS_2;%t 在36个月的僵持之后， 一个无条件停火最终签署 ;;;;;;;;;;X
WHITEPEACEUS_3;%s ;;;;;;;;;;X
WHITEPEACEUS_4;和我们的前敌人 ;;;;;;;;;;X
WHITEPEACEUS_5;%s ;;;;;;;;;;X
WHITEPEACEUS_6;和平休战，任何一方都不会得到赔偿 ;;;;;;;;;;X
WHITEPEACEUS_LOG;无条件停火在%s和%s之间签署。 ;;;;;;;;;;X
WHITEPEACEUS_BTN1;确定 ;;;;;;;;;;X
WHITEPEACEUS_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;x
WHITEPEACEOTHER_SETUP;当他国与另一国达成无条件停火 ;;;;;;;;;;X
WHITEPEACEOTHER_HEADER;情报部简报%s ;;;;;;;;;;X
WHITEPEACEOTHER_1;无条件停火！ ;;;;;;;;;;X
WHITEPEACEOTHER_2;%t 在36个月的僵持之后， 一个无条件停火最终签署 ;;;;;;;;;;X
WHITEPEACEOTHER_3;%s ;;;;;;;;;;X
WHITEPEACEOTHER_4;和他们的前敌人 ;;;;;;;;;;X
WHITEPEACEOTHER_5;%s ;;;;;;;;;;X
WHITEPEACEOTHER_6;和平休战，双方都不会得到赔偿 ;;;;;;;;;;X
WHITEPEACEOTHER_LOG;无条件停火在%s和%s之间签署。 ;;;;;;;;;;X
WHITEPEACEOTHER_BTN1;确定 ;;;;;;;;;;X
WHITEPEACEOTHER_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
PEACEEXPIRY_SETUP;当我们与他国和约过期 ;;;;;;;;;;X
PEACEEXPIRY_HEADER;外交简报 ;;;;;;;;;;X
PEACEEXPIRY_1;和约过期！ ;;;;;;;;;;X
PEACEEXPIRY_2;%t， ;;;;;;;;;;X
PEACEEXPIRY_3;我国同 ;;;;;;;;;;X
PEACEEXPIRY_4;%s的和约 ;;;;;;;;;;X
PEACEEXPIRY_5;过期了 ;;;;;;;;;;X
PEACEEXPIRY_6;;;;;;;;;;;X
PEACEEXPIRY_LOG;我国同%s的和约过期了。 ;;;;;;;;;;X
PEACEEXPIRY_BTN1;确定 ;;;;;;;;;;X
PEACEEXPIRY_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;x
TRADEEXPIRY_SETUP;当我们与他国贸易协定过期 ;;;;;;;;;;X
TRADEEXPIRY_HEADER;外交简报 ;;;;;;;;;;X
TRADEEXPIRY_1;贸易协定过期了！ ;;;;;;;;;;X
TRADEEXPIRY_2;%t， ;;;;;;;;;;X
TRADEEXPIRY_3;我国同 ;;;;;;;;;;X
TRADEEXPIRY_4;%s 的贸易协定 ;;;;;;;;;;X
TRADEEXPIRY_5;过期了。 ;;;;;;;;;;X
TRADEEXPIRY_6;;;;;;;;;;;X
TRADEEXPIRY_LOG;我国同%s的贸易协定过期了。 ;;;;;;;;;;X
TRADEEXPIRY_BTN1;确定 ;;;;;;;;;;X
TRADEEXPIRY_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;x
NAPEXPIRY_SETUP;当我们与他国互不侵犯条约过期 ;;;;;;;;;;X
NAPEXPIRY_HEADER;外交简报 ;;;;;;;;;;X
NAPEXPIRY_1;互不侵犯条约过期！ ;;;;;;;;;;X
NAPEXPIRY_2;%t， ;;;;;;;;;;X
NAPEXPIRY_3;互不侵犯条约 ;;;;;;;;;;X
NAPEXPIRY_4;我国与 ;;;;;;;;;;X
NAPEXPIRY_5;%s ;;;;;;;;;;X
NAPEXPIRY_6;互不侵犯条约过期了 ;;;;;;;;;;X
NAPEXPIRY_LOG;我国同%s的互不侵犯条约过期了。 ;;;;;;;;;;X
NAPEXPIRY_BTN1;确定 ;;;;;;;;;;X
NAPEXPIRY_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;x
SUCC_HARDLY;几乎没有的影响 ;;;;;;;;;;X
SUCC_BARELY;略微的影响 ;;;;;;;;;;X
SUCC_OK;一定的影响 ;;;;;;;;;;X
SUCC_GOOD;成功的影响 ;;;;;;;;;;X
SUCC_VGOOD;完全的影响 ;;;;;;;;;;X
SUCC_EXTREMELY;完全的动摇 ;;;;;;;;;;X
#;;;;;;;;;;;x
PUPPET_SETUP;当他国变成了另一国的傀儡 ;;;;;;;;;;X
PUPPET_HEADER;情报部简报 \n关于%s ;;;;;;;;;;X
PUPPET_1;%s ;;;;;;;;;;X
PUPPET_2;%t， 他们已使 ;;;;;;;;;;X
PUPPET_3;%s ;;;;;;;;;;X
PUPPET_4;成为他们的傀儡政权 ;;;;;;;;;;X
PUPPET_5;;;;;;;;;;;X
PUPPET_6;;;;;;;;;;;X
PUPPET_LOG;%s已经使%s成为他们的傀儡政权。 ;;;;;;;;;;X
PUPPET_BTN1;确定 ;;;;;;;;;;X
PUPPET_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
PUPPETUS_SETUP;当我们被迫成为另一国的傀儡 ;;;;;;;;;;X
PUPPETUS_HEADER;外交简报 \n关于%s ;;;;;;;;;;X
PUPPETUS_1;%s ;;;;;;;;;;X
PUPPETUS_2;%t， 我们已被迫成为他们的傀儡 ;;;;;;;;;;X
PUPPETUS_3;;;;;;;;;;;X
PUPPETUS_4;;;;;;;;;;;X
PUPPETUS_5;;;;;;;;;;;X
PUPPETUS_6;;;;;;;;;;;X
PUPPETUS_LOG;我们已被迫成为%s的傀儡。 ;;;;;;;;;;X
PUPPETUS_BTN1;确定 ;;;;;;;;;;X
PUPPETUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
RPUPPET_SETUP;当他国失去了对另一国的傀儡宗主权 ;;;;;;;;;;X
RPUPPET_HEADER;外交简报 \n关于%s ;;;;;;;;;;X
RPUPPET_1;%s ;;;;;;;;;;X
RPUPPET_2;%t， 失去了对 ;;;;;;;;;;X
RPUPPET_3;%s ;;;;;;;;;;X
RPUPPET_4;的傀儡宗主权 ;;;;;;;;;;X
RPUPPET_5;;;;;;;;;;;X
RPUPPET_6;;;;;;;;;;;X
RPUPPET_LOG;%s失去了对%s的傀儡宗主权。 ;;;;;;;;;;X
RPUPPET_BTN1;确定 ;;;;;;;;;;X
RPUPPET_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
RPUPPETUS_SETUP;当他国失去了对我国的傀儡宗主权 ;;;;;;;;;;X
RPUPPETUS_HEADER;外交简报 \n关于%s ;;;;;;;;;;X
RPUPPETUS_1;%s ;;;;;;;;;;X
RPUPPETUS_2;%t， 我们解放了！ ;;;;;;;;;;X
RPUPPETUS_3;;;;;;;;;;;X
RPUPPETUS_4;;;;;;;;;;;X
RPUPPETUS_5;;;;;;;;;;;X
RPUPPETUS_6;;;;;;;;;;;X
RPUPPETUS_LOG;%s政府失去了对我国的傀儡宗主权。 ;;;;;;;;;;X
RPUPPETUS_BTN1;确定 ;;;;;;;;;;X
RPUPPETUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
WEINFL_SETUP;当我们使他国听随我们的政见 ;;;;;;;;;;X
WEINFL_HEADER;外交简报 \n关于 ;;;;;;;;;;X
WEINFL_1;%s ;;;;;;;;;;X
WEINFL_2;%t， 我们已制造了 ;;;;;;;;;;X
WEINFL_3;%s ;;;;;;;;;;X
WEINFL_4;让%s听随我们的政见 ;;;;;;;;;;X
WEINFL_5;;;;;;;;;;;X
WEINFL_6;;;;;;;;;;;X
WEINFL_LOG;我们制造了%s，让%s听随我们的政见。 ;;;;;;;;;;X
WEINFL_BTN1;确定 ;;;;;;;;;;X
WEINFL_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
THEYINFL_SETUP;当他国使另一国听随他们的政见 ;;;;;;;;;;X
THEYINFL_HEADER;情报部简报 \n关于%s ;;;;;;;;;;X
THEYINFL_1;%s ;;;;;;;;;;X
THEYINFL_2;%t， 他们已制造了 ;;;;;;;;;;X
THEYINFL_3;%s ;;;;;;;;;;X
THEYINFL_4;让%s听随他们的政见 ;;;;;;;;;;X
THEYINFL_5;;;;;;;;;;;X
THEYINFL_6;;;;;;;;;;;X
THEYINFL_LOG;%s制造了%s，让%s听随他们的政见。 ;;;;;;;;;;X
THEYINFL_BTN1;确定 ;;;;;;;;;;X
THEYINFL_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
INFLUS_SETUP;当他国使我们听随他们的政见 ;;;;;;;;;;X
INFLUS_HEADER;外交简报 \n关于 ;;;;;;;;;;X
INFLUS_1;%s ;;;;;;;;;;X
INFLUS_2;%t，我们受到 ;;;;;;;;;;X
INFLUS_3;%s ;;;;;;;;;;X
INFLUS_4;使我们与下列国家更亲近 ;;;;;;;;;;X
INFLUS_5;%s\n%s ;;;;;;;;;;X
INFLUS_6;;;;;;;;;;;X
INFLUS_LOG;我们受到%s，使我们听随%s的政见。 ;;;;;;;;;;X
INFLUS_BTN1;确定 ;;;;;;;;;;X
INFLUS_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
CALLALLIES_SETUP;当你得到召集联盟的机会。 ;;;;;;;;;;x
#;;;;;;;;;;;x
MILALLACCEPT_SETUP;当他国接受我们的军事联盟提议 ;;;;;;;;;;X
MILALLACCEPT_HEADER;外交简报 \n关于 ;;;;;;;;;;X
MILALLACCEPT_1;%s ;;;;;;;;;;X
MILALLACCEPT_2;%t， %s ;;;;;;;;;;X
MILALLACCEPT_3;同意 ;;;;;;;;;;X
MILALLACCEPT_4;加入我们的 ;;;;;;;;;;X
MILALLACCEPT_5;军事联盟。 ;;;;;;;;;;X
MILALLACCEPT_6;;;;;;;;;;;X
MILALLACCEPT_LOG;%s加入了我们的军事联盟。 ;;;;;;;;;;X
MILALLACCEPT_BTN1;完美！ ;;;;;;;;;;X
MILALLACCEPT_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;x
MILALLREJECT_SETUP;当他国否决我们的军事联盟提议 ;;;;;;;;;;X
MILALLREJECT_HEADER;外交简报 \n关于 ;;;;;;;;;;X
MILALLREJECT_1;%s ;;;;;;;;;;X
MILALLREJECT_2;%t， 我有坏消息告诉你: ;;;;;;;;;;X
MILALLREJECT_3;%s ;;;;;;;;;;X
MILALLREJECT_4;拒绝加入我们的 ;;;;;;;;;;X
MILALLREJECT_5;军事联盟 ;;;;;;;;;;X
MILALLREJECT_6;;;;;;;;;;;X
MILALLREJECT_LOG;%s否决了我们的军事联盟提议。 ;;;;;;;;;;X
MILALLREJECT_BTN1;确定 ;;;;;;;;;;X
MILALLREJECT_BTN2;;;;;;;;;;;X
#;;;;;;;;;;;x
MILALLINVACCEPT_SETUP;当他国接受我们的加入军事联盟的邀请 ;;;;;;;;;;X
MILALLINVACCEPT_HEADER;外交简报 \n关于 ;;;;;;;;;;X
MILALLINVACCEPT_1;%s ;;;;;;;;;;X
MILALLINVACCEPT_2;%t， %s ;;;;;;;;;;X
MILALLINVACCEPT_3;同意 ;;;;;;;;;;X
MILALLINVACCEPT_4;加入我们的 ;;;;;;;;;;X
MILALLINVACCEPT_5;军事联盟 ;;;;;;;;;;X
MILALLINVACCEPT_6;与 %s ;;;;;;;;;;X
MILALLINVACCEPT_LOG;%s加入了我们与%s的军事联盟。 ;;;;;;;;;;X
MILALLINVACCEPT_BTN1;好极了！ ;;;;;;;;;;X
MILALLINVACCEPT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
MILALLINVREJECT_SETUP;当他国否决我们的加入军事联盟的邀请 ;;;;;;;;;;X
MILALLINVREJECT_HEADER;外交简报 \n关于 ;;;;;;;;;;X
MILALLINVREJECT_1;%s ;;;;;;;;;;X
MILALLINVREJECT_2;%t， %s ;;;;;;;;;;X
MILALLINVREJECT_3;拒绝 ;;;;;;;;;;X
MILALLINVREJECT_4;加入我们的 ;;;;;;;;;;X
MILALLINVREJECT_5;军事联盟 ;;;;;;;;;;X
MILALLINVREJECT_6;与 %s ;;;;;;;;;;X
MILALLINVREJECT_LOG;%s拒绝加入我们与%s的军事联盟。 ;;;;;;;;;;X
MILALLINVREJECT_BTN1;混蛋 ;;;;;;;;;;X
MILALLINVREJECT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
MILALLBAN_SETUP;当他国将你逐出了军事联盟 ;;;;;;;;;;X
MILALLBAN_HEADER;外交简报 \n关于 ;;;;;;;;;;X
MILALLBAN_1;%s ;;;;;;;;;;X
MILALLBAN_2;%t， %s ;;;;;;;;;;X
MILALLBAN_3;竟然逐出 ;;;;;;;;;;X
MILALLBAN_4;我们 ;;;;;;;;;;X
MILALLBAN_5;取消我们同 ;;;;;;;;;;X
MILALLBAN_6;%s的联盟 ;;;;;;;;;;X
MILALLBAN_LOG;%s将我们逐出了他们和%s的军事联盟。 ;;;;;;;;;;X
MILALLBAN_BTN1;确定 ;;;;;;;;;;X
MILALLBAN_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
MILALLEXPIRY_SETUP;当我们的一个军事联盟终止 ;;;;;;;;;;X
MILALLEXPIRY_HEADER;外交简报 ;;;;;;;;;;X
MILALLEXPIRY_1;联盟终止！ ;;;;;;;;;;X
MILALLEXPIRY_2;%t， 我们的 ;;;;;;;;;;X
MILALLEXPIRY_3;军事联盟 ;;;;;;;;;;X
MILALLEXPIRY_4;与 %s ;;;;;;;;;;X
MILALLEXPIRY_5;已经终止 ;;;;;;;;;;X
MILALLEXPIRY_6;;;;;;;;;;;X
MILALLEXPIRY_LOG;我们与%s的军事联盟终止。 ;;;;;;;;;;X
MILALLEXPIRY_BTN1;确定 ;;;;;;;;;;X
MILALLEXPIRY_BTN2;;;;;;;;;;;x
#;;;;;;;;;;;x
ANNEXACCEPTOTHER_SETUP;当他国吞并另一国 ;;;;;;;;;;X
ANNEXACCEPTOTHER_HEADER;情报部简报 \n关于 ;;;;;;;;;;X
ANNEXACCEPTOTHER_1;%s ;;;;;;;;;;X
ANNEXACCEPTOTHER_2;%t ;;;;;;;;;;X
ANNEXACCEPTOTHER_3;%s吞并了%s ;;;;;;;;;;X
ANNEXACCEPTOTHER_4;后者现在是他们国家的一部分 ;;;;;;;;;;X
ANNEXACCEPTOTHER_5;国际社会将不会容忍此行为 ;;;;;;;;;;X
ANNEXACCEPTOTHER_6;;;;;;;;;;;X
ANNEXACCEPTOTHER_LOG;%s吞并了%s。 ;;;;;;;;;;X
ANNEXACCEPTOTHER_BTN1;确定 ;;;;;;;;;;X
ANNEXACCEPTOTHER_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
ANNEXACCEPT_SETUP;当他国接受我们的吞并要求 ;;;;;;;;;;X
ANNEXACCEPT_HEADER;外交简报 \n关于 ;;;;;;;;;;X
ANNEXACCEPT_1;%s ;;;;;;;;;;X
ANNEXACCEPT_2;%t， %s ;;;;;;;;;;X
ANNEXACCEPT_3;接受了 ;;;;;;;;;;X
ANNEXACCEPT_4;我们无法抗拒的提议 ;;;;;;;;;;X
ANNEXACCEPT_5;吞并 ;;;;;;;;;;X
ANNEXACCEPT_6;成为我们光荣祖国的一部分！ ;;;;;;;;;;X
ANNEXACCEPT_LOG;%s现在是我们国家的一部分！ ;;;;;;;;;;X
ANNEXACCEPT_BTN1;完美！ ;;;;;;;;;;X
ANNEXACCEPT_BTN2;查看 ;;;;;;;;;;X
#;;;;;;;;;;;x
ANNEXREJECT_SETUP;当他国拒绝我们的吞并要求 ;;;;;;;;;;X
