Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;BMP_Name;Start Year;End Year;x
内梅特 J ;31463;HUN;1942;1990;1990;1990;3;5;0;0;0;5;2;Nemeth_Janos_hun;1942;1982;x
内梅特 J II ;31248;HUN;1940;1942;1990;1990;2;6;0;1;0;5;0;Nemeth_Jozsef2_hun;1940;1960;x
诺格拉迪;31116;HUN;1946;1949;1950;1990;1;4;0;0;0;4;0;Nogradi_Sandor_hun;1946;1990;x
欧拉 ;31351;HUN;1941;1990;1990;1990;3;5;0;1;0;5;0;Olah_Jozsef_hun;1941;1960;x
欧尔奇瓦里-米尔维乌斯 ;31438;HUN;1944;1990;1990;1990;3;3;2;0;0;5;0;Olchvary-Milviusz_Attila_hun;1944;1954;x
欧尔焦伊 ;31254;HUN;1940;1942;1990;1990;3;6;1;2;0;5;0;Olgyay_Karoly_hun;1940;1956;x
欧罗斯 ;31464;HUN;1942;1990;1990;1990;3;5;16384;0;0;5;2;Orosz_Bela_hun;1942;1976;x
欧什克;31335;HUN;1940;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1940;1960;x
欧斯拉尼 ;31158;HUN;1942;1990;1990;1990;3;7;0;1;0;4;0;Oszlanyi_Kornel_hun;1942;1960;x
欧斯托维奇 ;31159;HUN;1944;1990;1990;1990;3;6;128;0;0;4;0;Osztovics_Ferenc_hun;1944;1960;x
帕赫纳;31444;HUN;1944;1990;1990;1990;3;5;0;0;0;5;0;MajorGeneralHungary;1944;1960;x
帕科尔 ;31342;HUN;1945;1990;1990;1990;3;6;64;0;0;5;0;Pacor_Erno_hun;1945;1960;x
保克希 ;31307;HUN;1939;1990;1990;1990;3;5;0;1;0;5;0;Paksy_Erno_hun;1939;1956;x
帕尔菲;31134;HUN;1945;1947;1990;1990;2;4;0;0;0;3;0;Palffy_Gyorgy_hun;1945;1990;x
帕尔科;31472;HUN;1944;1990;1990;1990;3;5;0;0;0;5;2;MajorGeneralHungary;1944;1960;x
帕科;31229;HUN;1936;1939;1990;1990;3;5;512;2;0;5;0;Pechy_Kalman_hun;1930;1960;x
彭齐;31407;HUN;1943;1990;1990;1990;3;5;0;1;0;5;0;MajorGeneralHungary;1943;1964;x
派采尔;31455;HUN;1930;1990;1990;1990;3;4;512;0;0;5;0;MajorGeneralHungary;1930;1960;x
帕雷 ;31374;HUN;1942;1990;1990;1990;3;4;2;0;0;5;0;Perey_Laszlo_hun;1942;1957;x
彼得迪;31336;HUN;1940;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1940;1950;x
平采什;31408;HUN;1943;1990;1990;1990;3;4;2;0;0;5;0;Pinczes_Zoltan_hun;1943;1960;x
品特;31353;HUN;1941;1990;1990;1990;3;5;256;1;0;5;0;Pinter_Aladar_hun;1941;1960;x
皮里蒂 ;31196;HUN;1940;1990;1990;1990;3;5;32768;0;0;4;2;Pirity_Matyas_hun;1940;1960;x
普拉塞;31258;HUN;1940;1943;1946;1990;2;6;1;2;0;5;0;Platthy_Pal_hun;1940;1960;x
波科尔尼 ;31161;HUN;1930;1990;1990;1990;3;6;513;1;0;5;0;Pokorny_Hermann_hun;1930;1941;x
波塔里;31375;HUN;1942;1990;1990;1990;3;4;2;0;0;5;0;Poltary_Vilmos_hun;1942;1960;x
彭格雷特;31376;HUN;1942;1990;1990;1990;3;5;4;1;0;5;0;Pongracz_Pal_hun;1942;1960;x
波泽辛斯基;31406;HUN;1947;1990;1990;1990;3;6;0;0;0;5;0;Porzezinsky_Gyorgy_hun;1947;1953;x
波特永迪 ;31197;HUN;1943;1990;1990;1990;2;4;0;1;0;4;2;Pottyondy_Laszlo_hun;1943;1960;x
波兹;31409;HUN;1943;1990;1990;1990;3;5;0;1;0;5;0;Potze_Dezso_hun;1943;1960;x
拉贝;31337;HUN;1940;1990;1990;1990;3;5;0;1;0;5;0;MajorGeneralHungary;1940;1950;x
拉科西 G;31345;HUN;1947;1990;1990;1990;3;6;0;0;0;5;0;Rakolczai_Geza_hun;1947;1960;x
拉科西 L;31352;HUN;1945;1990;1990;1990;3;6;0;0;0;5;0;Rakolczai_Laszlo_hun;1945;1960;x
拉科西 ;31198;HUN;1930;1930;1941;1990;2;4;0;1;0;5;2;Rakosi_Bela_hun;1930;1968;x
拉科夫斯基;31261;HUN;1941;1943;1990;1990;2;6;0;2;0;5;0;Rakovszky_Gyorgy_hun;1941;1960;x
拉帕伊奇 ;31199;HUN;1930;1939;1990;1990;2;4;16384;1;0;4;2;Rapaich_Richard_hun;1930;1960;x
拉孜;31211;HUN;1930;1936;1938;1990;1;6;512;2;0;5;0;Ratz_Jeno_hun;1930;1960;x
赖特;31310;HUN;1939;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1939;1950;x
莱米赛;31453;HUN;1943;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1943;1960;x
勒维;31122;HUN;1948;1990;1990;1990;3;4;128;0;0;2;0;Revay_Kalman_hun;1948;1960;x
勒维斯;31130;HUN;1945;1948;1957;1990;3;3;0;0;0;3;0;Revesz_Geza_hun;1945;1977;x
勒维 ;31162;HUN;1930;1939;1990;1990;2;4;513;1;0;3;0;Revy_Kalman_hun;1930;1940;x
罗德;31164;HUN;1939;1945;1990;1990;3;6;0;2;0;4;0;Roder_Jeno_hun;1939;1960;x
鲁米 ;31440;HUN;1945;1990;1990;1990;3;6;260;0;0;5;0;Rumy_Lajos_hun;1960;1990;x
鲁斯考伊;31225;HUN;1936;1939;1944;1990;1;6;4;2;0;5;0;Ruszkay_Jeno_hun;1930;1960;x
鲁斯考伊-鲁狄杰;31163;HUN;1930;1941;1943;1990;2;6;1;2;0;5;0;Ruszkiczay-Rudiger_Imre_hun;1930;1960;x
绍约;31354;HUN;1941;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1941;1960;x
撒来;31338;HUN;1940;1990;1990;1990;3;4;2;0;0;5;0;Saray_Ferenc_hun;1940;1960;x
绍绍迪;31439;HUN;1944;1990;1990;1990;3;4;2;0;0;5;0;Sasady_Arthur_hun;1944;1950;x
沙什卡 ;31165;HUN;1942;1990;1990;1990;3;6;128;1;0;5;0;Saska_Elemer_hun;1942;1960;x
辛尔克;31339;HUN;1940;1990;1990;1990;3;4;0;0;0;5;0;Schelken_Lajos_hun;1940;1944;x
辛德勒;31227;HUN;1937;1939;1941;1990;1;5;544;1;0;5;0;MajorGeneralHungary;1937;1943;x
席摩;31276;HUN;1942;1944;1990;1990;2;6;33;1;0;5;0;MajorGeneralHungary;1942;1960;x
斯科尔斯;31207;HUN;1930;1990;1990;1990;3;5;0;0;0;5;1;MajorGeneralHungary;1939;1960;x
施魏策尔;31226;HUN;1936;1939;1941;1990;1;6;0;2;0;5;0;Schweitzer_Istvan_hun;1930;1960;x
塞尔基 ;31166;HUN;1943;1990;1990;1990;3;4;64;0;0;5;0;Selkey_Oszkar_hun;1943;1960;x
谢耶伊 J;31308;HUN;1945;1990;1990;1990;3;6;0;0;0;5;0;Sellyey_Jeno_hun;1945;1960;x
谢耶伊 V;31361;HUN;1945;1990;1990;1990;3;5;2;0;0;5;0;Sellyey_Vilmos_hun;1945;1951;x
什沃伊 ;31167;HUN;1930;1930;1935;1990;3;6;514;3;0;4;0;Shvoy_Kalman_hun;1939;1942;x
斯格尔;31217;HUN;1934;1937;1990;1990;2;6;512;2;0;5;0;Siegler_Geza_hun;1930;1939;x
西利;31230;HUN;1936;1939;1990;1990;2;6;0;2;0;5;0;Silley_Antal_hun;1930;1960;x
西波斯 ;31168;HUN;1930;1930;1990;1990;2;4;514;1;0;3;0;Sipos_hun;1930;1938;x
西普拉克 ;31169;HUN;1948;1990;1990;1990;3;5;128;0;0;4;0;Siprak_Laszlo_hun;1948;1960;x
绍莫希 J;31311;HUN;1939;1990;1990;1990;3;5;0;1;0;5;0;Solymossy_Janos_hun;1939;1960;x
绍莫希 U;31377;HUN;1942;1990;1990;1990;3;6;0;2;0;5;0;Solymossy_Ulaszlo_hun;1942;1960;x
绍莫吉;31259;HUN;1940;1943;1990;1990;2;6;16;1;0;5;0;Somogyi_Endre_hun;1940;1960;x
绍尼 ;31170;HUN;1930;1930;1930;1990;1;6;513;2;0;3;0;Sonyi_Hugo_hun;1930;1958;x
绍文哈兹-Hediczky;31277;HUN;1942;1944;1990;1990;2;5;4;0;0;5;0;MajorGeneralHungary;1942;1960;x
斯蒂梅;31355;HUN;1941;1990;1990;1990;3;4;32;0;0;5;0;MajorGeneralHungary;1941;1960;x
斯特林;31238;HUN;1938;1940;1990;1990;2;5;0;1;0;5;0;MajorGeneralHungary;1938;1960;x
斯托姆 ;31185;HUN;1939;1941;1945;1990;2;7;128;3;0;5;0;Stomm_Marcel_hun;1939;1960;x
绍鲍什;31340;HUN;1940;1990;1990;1990;3;5;0;1;0;5;0;MajorGeneralHungary;1940;1959;x
Szabadhegyi;31378;HUN;1942;1990;1990;1990;3;4;2;0;0;5;0;Szabadhegyi_Ferenc_hun;1942;1960;x
绍鲍多什 ;31200;HUN;1943;1990;1990;1990;3;4;4096;0;0;4;2;Szabados_hun;1960;1990;x
萨波 I;31138;HUN;1945;1948;1990;1990;2;3;0;0;0;4;0;Szabo_Istvan_hun;1945;1990;x
萨波 L I;31278;HUN;1942;1944;1990;1990;2;6;0;2;0;5;0;Szabo_Laszlo_I_hun;1942;1947;x
萨波 L II;31379;HUN;1942;1990;1990;1990;3;6;0;2;0;5;0;MajorGeneralHungary;1942;1960;x
萨沃伊;31146;HUN;1945;1948;1990;1990;2;4;512;1;0;4;0;Szalvay_Mihaly_hun;1945;1955;x
萨斯;31410;HUN;1943;1990;1990;1990;3;6;256;1;0;5;0;Szasz_Ferenc_hun;1943;1960;x
斯扎维;31363;HUN;1945;1990;1990;1990;3;6;0;0;0;5;0;MajorGeneralHungary;1945;1960;x
塞斯伊;31356;HUN;1941;1990;1990;1990;3;5;0;1;0;5;0;Szecsy_Imre_hun;1941;1951;x
塞凯伊 ;31171;HUN;1938;1945;1990;1990;3;6;1;2;0;3;0;Szekely_Janos_hun;1938;1960;x
森特盖迪;31180;HUN;1944;1990;1990;1990;3;4;0;0;0;4;0;Szentgathi_Imre_hun;1944;1968;x
圣捷尔吉;31201;HUN;1945;1990;1990;1990;3;5;0;0;0;5;2;Szentgyorgyi_Dezso_hun;1945;1971;x
森特内梅迪 ;31465;HUN;1939;1990;1990;1990;3;5;0;0;0;5;2;MajorGeneralHungary;1939;1970;x
西克洛伊;31357;HUN;1941;1990;1990;1990;3;4;256;0;0;5;0;Sziklay_Gyorgy_hun;1941;1950;x
西尔毛伊 ;31466;HUN;1941;1943;1990;1990;2;5;0;0;0;5;2;Szirmay_Aladar_hun;1941;1970;x
索布兰奇 ;31202;HUN;1945;1990;1990;1990;3;5;0;0;0;4;2;Szobranci_Sandor_hun;1945;1960;x
索布兰奇;31473;HUN;1944;1990;1990;1990;3;5;4096;1;0;5;2;Szobranczy_Aladar_hun;1944;1960;x
松鲍特海伊 ;31172;HUN;1930;1938;1941;1943;0;7;0;3;0;4;0;Szombathelyi_Ferenc_hun;1930;1960;x
松鲍蒂;31411;HUN;1943;1990;1990;1990;3;5;0;0;0;5;0;Szombathy_Pal_hun;1943;1960;x
斯托尧伊 ;31173;HUN;1930;1939;1944;1990;2;3;0;2;0;5;0;Sztojay_Dome_hun;1930;1960;x
苏奇;31446;HUN;1939;1990;1990;1990;2;4;0;0;0;5;0;MajorGeneralHungary;1939;1960;x
苏基伊;31174;HUN;1944;1990;1990;1990;3;7;256;1;0;5;0;Szugyi_Zoltan_hun;1944;1960;x
苏兹;31242;HUN;1938;1942;1990;1990;3;6;4;2;0;5;0;MajorGeneralHungary;1938;1958;x
苏兹伊;31312;HUN;1939;1990;1990;1990;3;4;2;0;0;5;0;Szutsy_Imre_hun;1939;1944;x
苏尔毛伊 ;31175;HUN;1941;1990;1990;1990;3;6;2;2;0;3;0;Szurmay_Lajos_hun;1940;1960;x
苏尔毛伊 T;31422;HUN;1948;1990;1990;1990;3;6;0;0;0;5;0;MajorGeneralHungary;1948;1960;x
塔尼托;31380;HUN;1942;1990;1990;1990;3;6;0;2;0;5;0;Tanito_Bela_hun;1942;1960;x
塔纳瓦利;31412;HUN;1943;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1943;1960;x
塔尔奈 ;31177;HUN;1942;1990;1990;1990;3;5;0;1;0;5;0;Tarnay_Bela_hun;1942;1960;x
塔宁耶;31314;HUN;1939;1990;1990;1990;3;4;1;0;0;5;0;Tarninger_Istvan_hun;1939;1960;x
陶什纳迪;31208;HUN;1930;1990;1990;1990;3;5;0;0;0;5;1;MajorGeneralHungary;1938;1960;x
特梅西;31224;HUN;1936;1938;1990;1990;2;5;0;1;0;5;0;MajorGeneralHungary;1930;1944;x
特梅斯瓦利;31413;HUN;1943;1990;1990;1990;3;4;2;0;0;5;0;Temesvari_Endre_hun;1943;1960;x
特梅西;31279;HUN;1942;1944;1990;1990;2;5;0;1;0;5;0;Temesy_Bela_hun;1942;1960;x
特内格 J;31315;HUN;1939;1990;1990;1990;3;5;0;1;0;5;0;Ternegg_Janos_hun;1939;1952;x
特内格 K ;31178;HUN;1939;1942;1944;1990;2;6;64;2;0;5;0;Ternegg_Kalman_hun;1939;1960;x
特欧德;31316;HUN;1939;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1939;1942;x
提尔耶;31358;HUN;1941;1990;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1941;1960;x
托耶西;31441;HUN;1944;1990;1990;1990;3;4;2;0;0;5;0;Tolgyesy_Gyozo_hun;1944;1954;x
托纳耶;31381;HUN;1942;1990;1990;1990;3;6;16;2;0;5;0;MajorGeneralHungary;1942;1960;x
托莫尔 ;31203;HUN;1942;1946;1990;1990;2;6;4096;1;0;3;2;Tomor_Laszlo_hun;1942;1996;x
托莫尔;31414;HUN;1943;1990;1990;1990;3;6;0;0;0;5;0;Tomory_Jeno_hun;1943;1960;x
托洛克;31317;HUN;1939;1990;1990;1990;3;6;0;2;0;5;0;MajorGeneralHungary;1939;1960;x
陶斯特;31313;HUN;1939;1990;1990;1990;3;4;0;0;0;5;2;Tost_Gyula_hun;1939;1960;x
托特 ;31179;HUN;1941;1990;1990;1990;3;6;128;0;0;4;0;Toth_Lajos_hun;1941;1944;x
图伦克沃克;31205;HUN;1930;1990;1990;1990;2;5;0;0;0;5;1;MajorGeneralHungary;1937;1957;x
乌耶拉西;31382;HUN;1942;1990;1990;1990;3;6;0;1;0;5;0;MajorGeneralHungary;1942;1960;x
乌伊萨西 ;31204;HUN;1942;1990;1990;1990;2;6;4096;1;0;5;2;Ujszaszy_Gyorgy_hun;1942;1960;x
乌伊萨西 ;31383;HUN;1942;1990;1990;1990;3;4;0;0;0;5;0;Ujszaszy_Istvan_hun;1942;1960;x
翁格;31384;HUN;1942;1990;1990;1990;3;6;0;1;0;5;0;Ungar_Karoly_hun;1942;1960;x
乌塔西;31210;HUN;1945;1990;1990;1990;3;6;0;0;0;5;0;Utassy_Lorand_hun;1945;1960;x
瓦达西;31442;HUN;1944;1990;1990;1990;3;4;2;0;0;5;0;Vadaszy_Istvan_hun;1944;1947;x
瓦耶纳;31231;HUN;1936;1939;1990;1990;2;6;16;1;0;5;0;Vajna_Gyozo_hun;1930;1960;x
范朵夫;31385;HUN;1942;1990;1990;1990;3;5;32;0;0;5;0;MajorGeneralHungary;1942;1960;x
瓦耶西;31265;HUN;1941;1944;1990;1990;2;4;0;0;0;5;0;Vargyassy_Gyula_hun;1941;1958;x
瓦利哈西;31176;HUN;1945;1990;1990;1990;3;4;0;0;0;4;0;MajorGeneralHungary;1945;1953;x
瓦萨迪;31359;HUN;1941;1990;1990;1990;3;4;16;0;0;5;0;Vasady_Erno_hun;1941;1960;x
瓦萨伊;31249;HUN;1940;1942;1990;1990;3;4;0;0;0;5;0;MajorGeneralHungary;1940;1960;x
沃什陶格 ;31181;HUN;1930;1938;1990;1990;2;5;2;1;0;4;0;Vastagh_Gyorgy_hun;1930;1941;x
沃什瓦利 F;31386;HUN;1942;1990;1990;1990;3;6;0;1;0;5;0;Vasvary_Frigyes_hun;1942;1960;x
沃什瓦利 J;31282;HUN;1943;1944;1990;1990;2;6;0;1;0;5;0;Vasvary_Jozsef_hun;1943;1960;x
沃陶伊 ;31182;HUN;1940;1943;1990;1990;2;6;0;2;0;1;0;Vattay_Antal_hun;1940;1960;x
韦塞伊;31343;HUN;1940;1990;1990;1990;3;5;0;1;0;5;0;Vecsey_Aladar_hun;1940;1950;x
韦赖什 ;31183;HUN;1937;1940;1944;1990;2;7;128;3;0;5;0;Veress_Lajos_hun;1937;1960;x
维多斯;31387;HUN;1942;1990;1990;1990;3;5;32;0;0;5;0;MajorGeneralHungary;1942;1960;x
维拉吉 ;31184;HUN;1941;1990;1990;1990;3;4;0;0;0;3;0;Vilaghy_Laszlo_hun;1941;1944;x
沃罗什;31186;HUN;1940;1942;1944;1990;3;7;0;1;0;5;0;Voros_Janos_hun;1940;1960;x
沃罗什 G;31467;HUN;1938;1942;1944;1990;1;5;0;0;0;5;2;Voros_Geza_N_hun;1938;1958;x
乌克瓦利;31388;HUN;1942;1990;1990;1990;3;6;0;1;0;5;0;Vukovary_Gyorgy_hun;1942;1960;x
韦曼;31344;HUN;1940;1990;1990;1990;3;5;0;1;0;5;0;MajorGeneralHungary;1940;1953;x
韦特 ;31187;HUN;1930;1930;1938;1990;1;7;513;2;0;4;0;Werth_Henrik_hun;1930;1941;x
扎克;31415;HUN;1944;1990;1990;1990;3;6;0;0;0;5;0;Zako_Andras_hun;1944;1960;x
扎莱;31318;HUN;1939;1990;1990;1990;3;5;0;1;0;5;0;Zalay_Karoly_hun;1939;1960;x
扎雷;31443;HUN;1944;1990;1990;1990;3;4;32;0;0;5;0;Zaray_Emil_hun;1944;1960;x
扎伊;31243;HUN;1938;1942;1990;1990;2;5;128;0;0;5;0;MajorGeneralHungary;1938;1947;x
泽楞卡;31223;HUN;1932;1936;1990;1990;2;5;544;1;0;5;0;MajorGeneralHungary;1930;1942;x
泽登伊;31416;HUN;1943;1990;1990;1990;3;6;128;1;0;5;0;MajorGeneralHungary;1943;1960;x
松博伊;31389;HUN;1942;1990;1990;1990;3;6;128;1;0;5;0;MajorGeneralHungary;1942;1960;x
